2018-12-09 16:20:14,978-Start test model
2018-12-09 16:20:15,134-image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1563.jpg, predict:Highway fact:Highway
2018-12-09 16:20:15,135-image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2902.jpg, predict:Highway fact:Highway
2018-12-09 16:20:15,137-image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2641.jpg, predict:Street fact:Highway
2018-12-09 16:20:15,140-image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2457.jpg, predict:Highway fact:Highway
2018-12-09 16:20:15,142-image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1363.jpg, predict:Highway fact:Highway
2018-12-09 16:20:15,144-image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2905.jpg, predict:livingroom fact:Highway
2018-12-09 16:20:15,145-image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2643.jpg, predict:Highway fact:Highway
2018-12-09 16:20:15,145-category:Highway correct_ratio:70.0%
2018-12-09 16:20:15,147-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2698.jpg, predict:TallBuilding fact:Coast
2018-12-09 16:20:15,149-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2689.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,150-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2598.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,152-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/261.jpg, predict:OpenCountry fact:Coast
2018-12-09 16:20:15,153-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/517.jpg, predict:OpenCountry fact:Coast
2018-12-09 16:20:15,154-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2628.jpg, predict:Forest fact:Coast
2018-12-09 16:20:15,157-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/267.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,159-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/240.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,160-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/268.jpg, predict:Highway fact:Coast
2018-12-09 16:20:15,162-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/320.jpg, predict:Highway fact:Coast
2018-12-09 16:20:15,164-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/250.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,165-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/279.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,166-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/251.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,168-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2623.jpg, predict:OpenCountry fact:Coast
2018-12-09 16:20:15,170-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2621.jpg, predict:OpenCountry fact:Coast
2018-12-09 16:20:15,172-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2740.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,174-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2682.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,176-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2683.jpg, predict:Coast fact:Coast
2018-12-09 16:20:15,177-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/225.jpg, predict:livingroom fact:Coast
2018-12-09 16:20:15,179-image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2694.jpg, predict:Highway fact:Coast
2018-12-09 16:20:15,179-category:Coast correct_ratio:50.0%
2018-12-09 16:20:15,181-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2074.jpg, predict:Forest fact:Insidecity
2018-12-09 16:20:15,184-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2935.jpg, predict:bedroom fact:Insidecity
2018-12-09 16:20:15,186-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1152.jpg, predict:OpenCountry fact:Insidecity
2018-12-09 16:20:15,187-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1190.jpg, predict:kitchen fact:Insidecity
2018-12-09 16:20:15,189-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1143.jpg, predict:Forest fact:Insidecity
2018-12-09 16:20:15,191-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2072.jpg, predict:bedroom fact:Insidecity
2018-12-09 16:20:15,193-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1963.jpg, predict:Forest fact:Insidecity
2018-12-09 16:20:15,196-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1141.jpg, predict:Coast fact:Insidecity
2018-12-09 16:20:15,198-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1087.jpg, predict:bedroom fact:Insidecity
2018-12-09 16:20:15,199-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1468.jpg, predict:Coast fact:Insidecity
2018-12-09 16:20:15,201-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1861.jpg, predict:Coast fact:Insidecity
2018-12-09 16:20:15,203-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1268.jpg, predict:industrial fact:Insidecity
2018-12-09 16:20:15,206-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1853.jpg, predict:livingroom fact:Insidecity
2018-12-09 16:20:15,209-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1979.jpg, predict:OpenCountry fact:Insidecity
2018-12-09 16:20:15,212-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2041.jpg, predict:Coast fact:Insidecity
2018-12-09 16:20:15,214-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1944.jpg, predict:Coast fact:Insidecity
2018-12-09 16:20:15,216-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1238.jpg, predict:Highway fact:Insidecity
2018-12-09 16:20:15,217-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1360.jpg, predict:Office fact:Insidecity
2018-12-09 16:20:15,219-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1994.jpg, predict:industrial fact:Insidecity
2018-12-09 16:20:15,221-image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2051.jpg, predict:OpenCountry fact:Insidecity
2018-12-09 16:20:15,221-category:Insidecity correct_ratio:0.0%
2018-12-09 16:20:15,226-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2909.jpg, predict:Coast fact:TallBuilding
2018-12-09 16:20:15,229-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2921.jpg, predict:kitchen fact:TallBuilding
2018-12-09 16:20:15,230-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/161.jpg, predict:TallBuilding fact:TallBuilding
2018-12-09 16:20:15,232-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2885.jpg, predict:Insidecity fact:TallBuilding
2018-12-09 16:20:15,234-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2957.jpg, predict:TallBuilding fact:TallBuilding
2018-12-09 16:20:15,236-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2982.jpg, predict:Coast fact:TallBuilding
2018-12-09 16:20:15,237-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/106.jpg, predict:industrial fact:TallBuilding
2018-12-09 16:20:15,241-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/256.jpg, predict:bedroom fact:TallBuilding
2018-12-09 16:20:15,244-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2965.jpg, predict:Coast fact:TallBuilding
2018-12-09 16:20:15,246-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/118.jpg, predict:Coast fact:TallBuilding
2018-12-09 16:20:15,248-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/235.jpg, predict:Coast fact:TallBuilding
2018-12-09 16:20:15,249-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/208.jpg, predict:Highway fact:TallBuilding
2018-12-09 16:20:15,251-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/94.jpg, predict:Highway fact:TallBuilding
2018-12-09 16:20:15,253-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/181.jpg, predict:TallBuilding fact:TallBuilding
2018-12-09 16:20:15,255-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2730.jpg, predict:Street fact:TallBuilding
2018-12-09 16:20:15,256-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2916.jpg, predict:livingroom fact:TallBuilding
2018-12-09 16:20:15,258-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/93.jpg, predict:kitchen fact:TallBuilding
2018-12-09 16:20:15,262-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2907.jpg, predict:Coast fact:TallBuilding
2018-12-09 16:20:15,265-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/226.jpg, predict:industrial fact:TallBuilding
2018-12-09 16:20:15,266-image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2911.jpg, predict:industrial fact:TallBuilding
2018-12-09 16:20:15,266-category:TallBuilding correct_ratio:15.0%
2018-12-09 16:20:15,270-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2114.jpg, predict:Coast fact:industrial
2018-12-09 16:20:15,272-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/969.jpg, predict:Mountain fact:industrial
2018-12-09 16:20:15,277-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2310.jpg, predict:industrial fact:industrial
2018-12-09 16:20:15,280-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/944.jpg, predict:TallBuilding fact:industrial
2018-12-09 16:20:15,282-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2402.jpg, predict:livingroom fact:industrial
2018-12-09 16:20:15,284-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/1111.jpg, predict:Office fact:industrial
2018-12-09 16:20:15,286-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2183.jpg, predict:OpenCountry fact:industrial
2018-12-09 16:20:15,288-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2140.jpg, predict:Highway fact:industrial
2018-12-09 16:20:15,290-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2421.jpg, predict:Coast fact:industrial
2018-12-09 16:20:15,292-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/56.jpg, predict:industrial fact:industrial
2018-12-09 16:20:15,294-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2450.jpg, predict:OpenCountry fact:industrial
2018-12-09 16:20:15,296-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/82.jpg, predict:Coast fact:industrial
2018-12-09 16:20:15,298-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2240.jpg, predict:industrial fact:industrial
2018-12-09 16:20:15,301-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/50.jpg, predict:industrial fact:industrial
2018-12-09 16:20:15,303-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/964.jpg, predict:OpenCountry fact:industrial
2018-12-09 16:20:15,305-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2085.jpg, predict:OpenCountry fact:industrial
2018-12-09 16:20:15,307-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/51.jpg, predict:Street fact:industrial
2018-12-09 16:20:15,309-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2118.jpg, predict:Coast fact:industrial
2018-12-09 16:20:15,312-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/84.jpg, predict:store fact:industrial
2018-12-09 16:20:15,315-image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/972.jpg, predict:OpenCountry fact:industrial
2018-12-09 16:20:15,316-category:industrial correct_ratio:20.0%
2018-12-09 16:20:15,318-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2274.jpg, predict:OpenCountry fact:Street
2018-12-09 16:20:15,319-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/174.jpg, predict:OpenCountry fact:Street
2018-12-09 16:20:15,321-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2476.jpg, predict:Street fact:Street
2018-12-09 16:20:15,322-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2313.jpg, predict:Forest fact:Street
2018-12-09 16:20:15,324-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2348.jpg, predict:Street fact:Street
2018-12-09 16:20:15,326-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2983.jpg, predict:OpenCountry fact:Street
2018-12-09 16:20:15,327-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/249.jpg, predict:industrial fact:Street
2018-12-09 16:20:15,330-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/11.jpg, predict:Coast fact:Street
2018-12-09 16:20:15,332-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2952.jpg, predict:Street fact:Street
2018-12-09 16:20:15,335-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/21.jpg, predict:Suburb fact:Street
2018-12-09 16:20:15,337-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/255.jpg, predict:Street fact:Street
2018-12-09 16:20:15,341-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2430.jpg, predict:Forest fact:Street
2018-12-09 16:20:15,346-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2971.jpg, predict:Street fact:Street
2018-12-09 16:20:15,348-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2437.jpg, predict:Coast fact:Street
2018-12-09 16:20:15,350-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/290.jpg, predict:Insidecity fact:Street
2018-12-09 16:20:15,352-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/221.jpg, predict:Forest fact:Street
2018-12-09 16:20:15,354-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/183.jpg, predict:Coast fact:Street
2018-12-09 16:20:15,357-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/154.jpg, predict:industrial fact:Street
2018-12-09 16:20:15,360-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2906.jpg, predict:Street fact:Street
2018-12-09 16:20:15,362-image:/Users/weiziyang/CV_DATA/testing_tagged/Street/190.jpg, predict:Street fact:Street
2018-12-09 16:20:15,362-category:Street correct_ratio:35.0%
2018-12-09 16:20:15,364-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2882.jpg, predict:Highway fact:livingroom
2018-12-09 16:20:15,366-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2699.jpg, predict:OpenCountry fact:livingroom
2018-12-09 16:20:15,367-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1838.jpg, predict:industrial fact:livingroom
2018-12-09 16:20:15,369-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1802.jpg, predict:OpenCountry fact:livingroom
2018-12-09 16:20:15,370-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1584.jpg, predict:OpenCountry fact:livingroom
2018-12-09 16:20:15,372-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1817.jpg, predict:industrial fact:livingroom
2018-12-09 16:20:15,374-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2942.jpg, predict:Coast fact:livingroom
2018-12-09 16:20:15,375-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2943.jpg, predict:Highway fact:livingroom
2018-12-09 16:20:15,377-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2612.jpg, predict:Coast fact:livingroom
2018-12-09 16:20:15,378-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2799.jpg, predict:Highway fact:livingroom
2018-12-09 16:20:15,380-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2763.jpg, predict:Insidecity fact:livingroom
2018-12-09 16:20:15,382-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2817.jpg, predict:industrial fact:livingroom
2018-12-09 16:20:15,383-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1511.jpg, predict:Street fact:livingroom
2018-12-09 16:20:15,385-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2756.jpg, predict:Highway fact:livingroom
2018-12-09 16:20:15,387-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2757.jpg, predict:Coast fact:livingroom
2018-12-09 16:20:15,388-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2804.jpg, predict:Forest fact:livingroom
2018-12-09 16:20:15,390-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1671.jpg, predict:Coast fact:livingroom
2018-12-09 16:20:15,391-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1616.jpg, predict:Mountain fact:livingroom
2018-12-09 16:20:15,393-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1567.jpg, predict:bedroom fact:livingroom
2018-12-09 16:20:15,395-image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1798.jpg, predict:Coast fact:livingroom
2018-12-09 16:20:15,395-category:livingroom correct_ratio:0.0%
2018-12-09 16:20:15,397-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1964.jpg, predict:Insidecity fact:Suburb
2018-12-09 16:20:15,399-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/203.jpg, predict:Suburb fact:Suburb
2018-12-09 16:20:15,401-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/217.jpg, predict:Coast fact:Suburb
2018-12-09 16:20:15,402-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2073.jpg, predict:Suburb fact:Suburb
2018-12-09 16:20:15,404-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/58.jpg, predict:bedroom fact:Suburb
